~id,~from,~to,~label
30-120-HAS_DEVICE-1939290702,customer-30,device-120,HAS_DEVICE
31-101-HAS_DEVICE-1048511234,customer-31,device-101,HAS_DEVICE
32-125-HAS_DEVICE-546271596,customer-32,device-125,HAS_DEVICE
33-137-HAS_DEVICE-2023261526,customer-33,device-137,HAS_DEVICE
34-116-HAS_DEVICE-2078678369,customer-34,device-116,HAS_DEVICE
35-115-HAS_DEVICE-106287667,customer-35,device-115,HAS_DEVICE
36-103-HAS_DEVICE-1760406289,customer-36,device-103,HAS_DEVICE
37-102-HAS_DEVICE-1258402502,customer-37,device-102,HAS_DEVICE
38-143-HAS_DEVICE-1579949035,customer-38,device-143,HAS_DEVICE
39-141-HAS_DEVICE-459642894,customer-39,device-141,HAS_DEVICE
40-101-HAS_DEVICE-1861063748,customer-40,device-101,HAS_DEVICE
41-122-HAS_DEVICE-153980509,customer-41,device-122,HAS_DEVICE
42-102-HAS_DEVICE-775834295,customer-42,device-102,HAS_DEVICE
43-111-HAS_DEVICE-2007010007,customer-43,device-111,HAS_DEVICE
44-147-HAS_DEVICE-1388670814,customer-44,device-147,HAS_DEVICE
45-132-HAS_DEVICE-694469390,customer-45,device-132,HAS_DEVICE
46-140-HAS_DEVICE-1808019412,customer-46,device-140,HAS_DEVICE
47-123-HAS_DEVICE-1879704251,customer-47,device-123,HAS_DEVICE
48-122-HAS_DEVICE-498370587,customer-48,device-122,HAS_DEVICE
49-123-HAS_DEVICE-983953419,customer-49,device-123,HAS_DEVICE
50-119-HAS_DEVICE-1805901973,customer-50,device-119,HAS_DEVICE
51-104-HAS_DEVICE-546114726,customer-51,device-104,HAS_DEVICE
52-112-HAS_DEVICE-1632081509,customer-52,device-112,HAS_DEVICE
53-119-HAS_DEVICE-1529112626,customer-53,device-119,HAS_DEVICE
54-135-HAS_DEVICE-229293489,customer-54,device-135,HAS_DEVICE
55-117-HAS_DEVICE-1228083393,customer-55,device-117,HAS_DEVICE
56-112-HAS_DEVICE-1168587852,customer-56,device-112,HAS_DEVICE
57-124-HAS_DEVICE-1274232343,customer-57,device-124,HAS_DEVICE
58-146-HAS_DEVICE-241864587,customer-58,device-146,HAS_DEVICE
59-101-HAS_DEVICE-428091019,customer-59,device-101,HAS_DEVICE
60-105-HAS_DEVICE-1092825363,customer-60,device-105,HAS_DEVICE
61-131-HAS_DEVICE-1888536234,customer-61,device-131,HAS_DEVICE
62-136-HAS_DEVICE-230483085,customer-62,device-136,HAS_DEVICE
63-127-HAS_DEVICE-2073710739,customer-63,device-127,HAS_DEVICE
64-107-HAS_DEVICE-847498084,customer-64,device-107,HAS_DEVICE
65-116-HAS_DEVICE-132078725,customer-65,device-116,HAS_DEVICE
66-133-HAS_DEVICE-73053101,customer-66,device-133,HAS_DEVICE
67-113-HAS_DEVICE-1837791695,customer-67,device-113,HAS_DEVICE
68-125-HAS_DEVICE-1632943267,customer-68,device-125,HAS_DEVICE
69-123-HAS_DEVICE-1004195285,customer-69,device-123,HAS_DEVICE
70-138-HAS_DEVICE-882140434,customer-70,device-138,HAS_DEVICE
71-121-HAS_DEVICE-1222225564,customer-71,device-121,HAS_DEVICE
72-135-HAS_DEVICE-242675551,customer-72,device-135,HAS_DEVICE
73-150-HAS_DEVICE-715554530,customer-73,device-150,HAS_DEVICE
74-150-HAS_DEVICE-999719631,customer-74,device-150,HAS_DEVICE
75-109-HAS_DEVICE-40020819,customer-75,device-109,HAS_DEVICE
76-146-HAS_DEVICE-1760860901,customer-76,device-146,HAS_DEVICE
77-110-HAS_DEVICE-1426516796,customer-77,device-110,HAS_DEVICE
78-138-HAS_DEVICE-1139373005,customer-78,device-138,HAS_DEVICE
79-126-HAS_DEVICE-821525124,customer-79,device-126,HAS_DEVICE
80-122-HAS_DEVICE-1047641583,customer-80,device-122,HAS_DEVICE
81-127-HAS_DEVICE-1150930820,customer-81,device-127,HAS_DEVICE
82-147-HAS_DEVICE-1931395784,customer-82,device-147,HAS_DEVICE
83-124-HAS_DEVICE-533494994,customer-83,device-124,HAS_DEVICE
84-113-HAS_DEVICE-1153716858,customer-84,device-113,HAS_DEVICE
85-110-HAS_DEVICE-30074324,customer-85,device-110,HAS_DEVICE
86-133-HAS_DEVICE-570725232,customer-86,device-133,HAS_DEVICE
87-141-HAS_DEVICE-1861604459,customer-87,device-141,HAS_DEVICE
88-144-HAS_DEVICE-2120395957,customer-88,device-144,HAS_DEVICE
89-131-HAS_DEVICE-1664597708,customer-89,device-131,HAS_DEVICE
90-123-HAS_DEVICE-543164335,customer-90,device-123,HAS_DEVICE
91-104-HAS_DEVICE-1972751906,customer-91,device-104,HAS_DEVICE
92-103-HAS_DEVICE-713791253,customer-92,device-103,HAS_DEVICE
93-105-HAS_DEVICE-1418977594,customer-93,device-105,HAS_DEVICE
94-142-HAS_DEVICE-1966700298,customer-94,device-142,HAS_DEVICE
95-117-HAS_DEVICE-644514346,customer-95,device-117,HAS_DEVICE
96-130-HAS_DEVICE-1265819013,customer-96,device-130,HAS_DEVICE
97-136-HAS_DEVICE-717683301,customer-97,device-136,HAS_DEVICE
98-107-HAS_DEVICE-2136046113,customer-98,device-107,HAS_DEVICE
99-106-HAS_DEVICE-1641186929,customer-99,device-106,HAS_DEVICE
100-124-HAS_DEVICE-1098258875,customer-100,device-124,HAS_DEVICE
