~id,~from,~to,~label
78-164-HAS_EMAIL-1072148362,customer-78,email-164,HAS_EMAIL
79-198-HAS_EMAIL-1707208193,customer-79,email-198,HAS_EMAIL
80-196-HAS_EMAIL-1902045563,customer-80,email-196,HAS_EMAIL
81-169-HAS_EMAIL-501965463,customer-81,email-169,HAS_EMAIL
82-162-HAS_EMAIL-22824503,customer-82,email-162,HAS_EMAIL
83-199-HAS_EMAIL-1362455353,customer-83,email-199,HAS_EMAIL
84-185-HAS_EMAIL-1162136143,customer-84,email-185,HAS_EMAIL
85-151-HAS_EMAIL-609451464,customer-85,email-151,HAS_EMAIL
86-192-HAS_EMAIL-1677262907,customer-86,email-192,HAS_EMAIL
87-156-HAS_EMAIL-188507980,customer-87,email-156,HAS_EMAIL
88-161-HAS_EMAIL-915086790,customer-88,email-161,HAS_EMAIL
89-159-HAS_EMAIL-706402231,customer-89,email-159,HAS_EMAIL
90-161-HAS_EMAIL-1729663845,customer-90,email-161,HAS_EMAIL
91-192-HAS_EMAIL-964854366,customer-91,email-192,HAS_EMAIL
92-181-HAS_EMAIL-1895647888,customer-92,email-181,HAS_EMAIL
93-189-HAS_EMAIL-881145008,customer-93,email-189,HAS_EMAIL
94-169-HAS_EMAIL-164999248,customer-94,email-169,HAS_EMAIL
95-164-HAS_EMAIL-967969339,customer-95,email-164,HAS_EMAIL
96-186-HAS_EMAIL-419204692,customer-96,email-186,HAS_EMAIL
97-180-HAS_EMAIL-389034966,customer-97,email-180,HAS_EMAIL
98-186-HAS_EMAIL-1662119685,customer-98,email-186,HAS_EMAIL
99-168-HAS_EMAIL-911755089,customer-99,email-168,HAS_EMAIL
100-194-HAS_EMAIL-274030630,customer-100,email-194,HAS_EMAIL
