~id,~from,~to,~label
33-233-HAS_NAME-387914565,customer-33,name-233,HAS_NAME
34-223-HAS_NAME-1667715473,customer-34,name-223,HAS_NAME
35-201-HAS_NAME-1551053619,customer-35,name-201,HAS_NAME
36-214-HAS_NAME-823527355,customer-36,name-214,HAS_NAME
37-213-HAS_NAME-1366056678,customer-37,name-213,HAS_NAME
38-243-HAS_NAME-1887582076,customer-38,name-243,HAS_NAME
39-202-HAS_NAME-2031579802,customer-39,name-202,HAS_NAME
40-222-HAS_NAME-1726661083,customer-40,name-222,HAS_NAME
41-222-HAS_NAME-2045756016,customer-41,name-222,HAS_NAME
42-246-HAS_NAME-641284118,customer-42,name-246,HAS_NAME
43-215-HAS_NAME-114402336,customer-43,name-215,HAS_NAME
44-231-HAS_NAME-1097879283,customer-44,name-231,HAS_NAME
45-223-HAS_NAME-1063831984,customer-45,name-223,HAS_NAME
46-244-HAS_NAME-1667784046,customer-46,name-244,HAS_NAME
47-223-HAS_NAME-978619789,customer-47,name-223,HAS_NAME
48-218-HAS_NAME-279978328,customer-48,name-218,HAS_NAME
49-247-HAS_NAME-222959878,customer-49,name-247,HAS_NAME
50-229-HAS_NAME-1513724058,customer-50,name-229,HAS_NAME
51-201-HAS_NAME-1699553244,customer-51,name-201,HAS_NAME
52-208-HAS_NAME-876199666,customer-52,name-208,HAS_NAME
53-223-HAS_NAME-1609442834,customer-53,name-223,HAS_NAME
54-250-HAS_NAME-168080923,customer-54,name-250,HAS_NAME
55-215-HAS_NAME-1453691130,customer-55,name-215,HAS_NAME
56-212-HAS_NAME-1682559348,customer-56,name-212,HAS_NAME
57-233-HAS_NAME-1289619706,customer-57,name-233,HAS_NAME
58-250-HAS_NAME-28767838,customer-58,name-250,HAS_NAME
59-210-HAS_NAME-125703966,customer-59,name-210,HAS_NAME
60-238-HAS_NAME-318556070,customer-60,name-238,HAS_NAME
61-213-HAS_NAME-904386649,customer-61,name-213,HAS_NAME
62-209-HAS_NAME-1587833951,customer-62,name-209,HAS_NAME
63-250-HAS_NAME-1857011648,customer-63,name-250,HAS_NAME
64-230-HAS_NAME-44104157,customer-64,name-230,HAS_NAME
65-227-HAS_NAME-200186311,customer-65,name-227,HAS_NAME
66-221-HAS_NAME-2087019625,customer-66,name-221,HAS_NAME
67-233-HAS_NAME-1127971895,customer-67,name-233,HAS_NAME
68-245-HAS_NAME-2118738829,customer-68,name-245,HAS_NAME
69-245-HAS_NAME-1723101441,customer-69,name-245,HAS_NAME
70-230-HAS_NAME-587478264,customer-70,name-230,HAS_NAME
71-233-HAS_NAME-1540300274,customer-71,name-233,HAS_NAME
72-222-HAS_NAME-1367417845,customer-72,name-222,HAS_NAME
73-243-HAS_NAME-1107318709,customer-73,name-243,HAS_NAME
74-240-HAS_NAME-224656319,customer-74,name-240,HAS_NAME
75-250-HAS_NAME-808164434,customer-75,name-250,HAS_NAME
76-236-HAS_NAME-881924088,customer-76,name-236,HAS_NAME
77-229-HAS_NAME-151734253,customer-77,name-229,HAS_NAME
78-250-HAS_NAME-1619978436,customer-78,name-250,HAS_NAME
79-233-HAS_NAME-1012112931,customer-79,name-233,HAS_NAME
80-205-HAS_NAME-1598816012,customer-80,name-205,HAS_NAME
81-204-HAS_NAME-1807049493,customer-81,name-204,HAS_NAME
82-229-HAS_NAME-1570953641,customer-82,name-229,HAS_NAME
83-232-HAS_NAME-849273014,customer-83,name-232,HAS_NAME
84-242-HAS_NAME-1642773835,customer-84,name-242,HAS_NAME
85-238-HAS_NAME-474103722,customer-85,name-238,HAS_NAME
86-228-HAS_NAME-1568483079,customer-86,name-228,HAS_NAME
87-250-HAS_NAME-1354675868,customer-87,name-250,HAS_NAME
88-226-HAS_NAME-21589159,customer-88,name-226,HAS_NAME
89-215-HAS_NAME-686040962,customer-89,name-215,HAS_NAME
90-233-HAS_NAME-590521843,customer-90,name-233,HAS_NAME
91-219-HAS_NAME-1846114305,customer-91,name-219,HAS_NAME
92-218-HAS_NAME-854527803,customer-92,name-218,HAS_NAME
93-205-HAS_NAME-886091954,customer-93,name-205,HAS_NAME
94-248-HAS_NAME-250544034,customer-94,name-248,HAS_NAME
95-205-HAS_NAME-312893090,customer-95,name-205,HAS_NAME
96-238-HAS_NAME-2027214012,customer-96,name-238,HAS_NAME
97-231-HAS_NAME-1972747039,customer-97,name-231,HAS_NAME
98-228-HAS_NAME-1042719017,customer-98,name-228,HAS_NAME
99-217-HAS_NAME-1292953452,customer-99,name-217,HAS_NAME
100-212-HAS_NAME-1509885198,customer-100,name-212,HAS_NAME
