~id,~from,~to,~label
39-255-HAS_TOKEN-515469535,customer-39,token-255,HAS_TOKEN
40-272-HAS_TOKEN-1991181481,customer-40,token-272,HAS_TOKEN
41-258-HAS_TOKEN-1010659401,customer-41,token-258,HAS_TOKEN
42-255-HAS_TOKEN-403221788,customer-42,token-255,HAS_TOKEN
43-280-HAS_TOKEN-33333836,customer-43,token-280,HAS_TOKEN
44-296-HAS_TOKEN-189307433,customer-44,token-296,HAS_TOKEN
45-275-HAS_TOKEN-980806358,customer-45,token-275,HAS_TOKEN
46-275-HAS_TOKEN-2067997435,customer-46,token-275,HAS_TOKEN
47-255-HAS_TOKEN-1027124721,customer-47,token-255,HAS_TOKEN
48-271-HAS_TOKEN-464810518,customer-48,token-271,HAS_TOKEN
49-300-HAS_TOKEN-1613216439,customer-49,token-300,HAS_TOKEN
50-263-HAS_TOKEN-629835955,customer-50,token-263,HAS_TOKEN
51-293-HAS_TOKEN-338625323,customer-51,token-293,HAS_TOKEN
52-256-HAS_TOKEN-834692197,customer-52,token-256,HAS_TOKEN
53-279-HAS_TOKEN-755031195,customer-53,token-279,HAS_TOKEN
54-284-HAS_TOKEN-994489899,customer-54,token-284,HAS_TOKEN
55-272-HAS_TOKEN-414112141,customer-55,token-272,HAS_TOKEN
56-255-HAS_TOKEN-584830801,customer-56,token-255,HAS_TOKEN
57-272-HAS_TOKEN-1212460308,customer-57,token-272,HAS_TOKEN
58-251-HAS_TOKEN-2068476552,customer-58,token-251,HAS_TOKEN
59-290-HAS_TOKEN-1007064801,customer-59,token-290,HAS_TOKEN
60-251-HAS_TOKEN-762748627,customer-60,token-251,HAS_TOKEN
61-269-HAS_TOKEN-470450208,customer-61,token-269,HAS_TOKEN
62-287-HAS_TOKEN-1943533042,customer-62,token-287,HAS_TOKEN
63-283-HAS_TOKEN-1230723772,customer-63,token-283,HAS_TOKEN
64-300-HAS_TOKEN-1974212912,customer-64,token-300,HAS_TOKEN
65-255-HAS_TOKEN-274327380,customer-65,token-255,HAS_TOKEN
66-266-HAS_TOKEN-795641201,customer-66,token-266,HAS_TOKEN
67-266-HAS_TOKEN-381643197,customer-67,token-266,HAS_TOKEN
68-251-HAS_TOKEN-899457708,customer-68,token-251,HAS_TOKEN
69-284-HAS_TOKEN-189591716,customer-69,token-284,HAS_TOKEN
70-255-HAS_TOKEN-368487153,customer-70,token-255,HAS_TOKEN
71-278-HAS_TOKEN-2104611426,customer-71,token-278,HAS_TOKEN
72-273-HAS_TOKEN-597346908,customer-72,token-273,HAS_TOKEN
73-251-HAS_TOKEN-1499154385,customer-73,token-251,HAS_TOKEN
74-286-HAS_TOKEN-244362084,customer-74,token-286,HAS_TOKEN
75-293-HAS_TOKEN-532497798,customer-75,token-293,HAS_TOKEN
76-292-HAS_TOKEN-1157829145,customer-76,token-292,HAS_TOKEN
77-272-HAS_TOKEN-2146813039,customer-77,token-272,HAS_TOKEN
78-271-HAS_TOKEN-177274118,customer-78,token-271,HAS_TOKEN
79-298-HAS_TOKEN-705805435,customer-79,token-298,HAS_TOKEN
80-289-HAS_TOKEN-1566245776,customer-80,token-289,HAS_TOKEN
81-256-HAS_TOKEN-55086738,customer-81,token-256,HAS_TOKEN
82-280-HAS_TOKEN-1591517116,customer-82,token-280,HAS_TOKEN
83-283-HAS_TOKEN-1288971968,customer-83,token-283,HAS_TOKEN
84-290-HAS_TOKEN-1430996087,customer-84,token-290,HAS_TOKEN
85-299-HAS_TOKEN-1727177749,customer-85,token-299,HAS_TOKEN
86-281-HAS_TOKEN-219542,customer-86,token-281,HAS_TOKEN
87-276-HAS_TOKEN-915994975,customer-87,token-276,HAS_TOKEN
88-267-HAS_TOKEN-357661658,customer-88,token-267,HAS_TOKEN
89-277-HAS_TOKEN-593766534,customer-89,token-277,HAS_TOKEN
90-267-HAS_TOKEN-1324087668,customer-90,token-267,HAS_TOKEN
91-276-HAS_TOKEN-1722948070,customer-91,token-276,HAS_TOKEN
92-276-HAS_TOKEN-398588563,customer-92,token-276,HAS_TOKEN
93-266-HAS_TOKEN-1929480625,customer-93,token-266,HAS_TOKEN
94-265-HAS_TOKEN-1591140804,customer-94,token-265,HAS_TOKEN
95-257-HAS_TOKEN-1808154367,customer-95,token-257,HAS_TOKEN
96-260-HAS_TOKEN-704526552,customer-96,token-260,HAS_TOKEN
97-252-HAS_TOKEN-1774199495,customer-97,token-252,HAS_TOKEN
98-257-HAS_TOKEN-341785961,customer-98,token-257,HAS_TOKEN
99-262-HAS_TOKEN-1764720814,customer-99,token-262,HAS_TOKEN
100-270-HAS_TOKEN-1824807663,customer-100,token-270,HAS_TOKEN
